image,col1_N,col2_N,col1_TSA,col2_TSA,col1_CH,col2_CH,col1_TP,col2_TP
13_13_0.png,13,13,11945,11937,141078.00000000006,191563.50000000006,1224,1216
13_13_1.png,13,13,23461,23509,229319.0000000001,161730.5,1716,1724
13_13_10.png,13,13,27225,27301,167448.99999999994,219760.99999999988,1856,1860
13_13_11.png,13,13,28573,28901,139314.0,190015.49999999997,1912,1916
13_13_12.png,13,13,10633,10729,152555.49999999997,216769.00000000006,1144,1140
13_13_13.png,13,13,28085,28421,172355.5,233483.5,1872,1896
13_13_14.png,13,13,8441,8437,152149.5,199471.50000000006,1024,1024
13_13_15.png,13,13,36873,36637,257878.00000000006,173854.0,2152,2152
13_13_16.png,13,13,15181,15161,180555.99999999997,130738.99999999997,1388,1384
13_13_17.png,13,13,27073,27413,206897.49999999997,154538.50000000006,1848,1856
13_13_18.png,13,13,33429,33477,225599.00000000003,170878.00000000006,2072,2068
13_13_19.png,13,13,20453,20449,178780.00000000006,233781.0,1608,1604
13_13_2.png,13,13,15561,15629,131396.5,190973.99999999994,1412,1384
13_13_20.png,13,13,15357,15541,169408.00000000006,241970.50000000003,1376,1404
13_13_21.png,13,13,20793,20593,197748.00000000003,141649.49999999997,1608,1608
13_13_22.png,13,13,10561,10369,178803.99999999997,130552.50000000003,1148,1140
13_13_23.png,13,13,22857,22757,211475.5,160611.49999999994,1708,1696
13_13_24.png,13,13,10001,9977,159666.0,215962.0,1104,1104
13_13_25.png,13,13,30737,30449,160529.99999999997,218531.5,1972,1964
13_13_26.png,13,13,24209,24037,246643.50000000003,183677.99999999994,1748,1744
13_13_27.png,13,13,17825,17917,143688.5,196328.0,1492,1500
13_13_28.png,13,13,8513,8561,212921.49999999997,150716.0,1032,1028
13_13_29.png,13,13,24521,24889,188885.00000000003,266755.4999999999,1764,1784
13_13_3.png,13,13,39301,39853,196045.99999999994,293534.0,2240,2236
13_13_30.png,13,13,9257,9193,153788.0,114910.0,1076,1068
13_13_31.png,13,13,9497,9661,207750.49999999994,157931.0,1100,1104
13_13_32.png,13,13,28865,29077,176114.5,247696.99999999997,1908,1920
13_13_33.png,13,13,35933,36061,235466.0000000001,163251.5000000001,2132,2148
13_13_34.png,13,13,27669,27213,153569.49999999994,214405.49999999988,1880,1860
13_13_35.png,13,13,33373,33197,258811.49999999997,198353.99999999997,2076,2060
13_13_36.png,13,13,17361,17253,247270.50000000003,174105.50000000003,1476,1472
13_13_37.png,13,13,22169,22037,206501.5,146968.00000000003,1680,1672
13_13_38.png,13,13,29913,29685,218886.5,163460.0,1944,1944
13_13_39.png,13,13,25205,25253,162344.0,212367.5,1788,1772
13_13_4.png,13,13,36293,36225,189917.49999999994,249089.0,2132,2140
13_13_40.png,13,13,9417,9337,130906.50000000001,182266.5,1096,1076
13_13_41.png,13,13,13121,13165,209013.49999999994,155678.50000000006,1284,1284
13_13_42.png,13,13,25449,25769,255799.0,196151.00000000003,1808,1808
13_13_43.png,13,13,40321,40321,261707.9999999999,195810.49999999997,2248,2268
13_13_44.png,13,13,9969,9937,160965.49999999997,214015.9999999999,1100,1124
13_13_45.png,13,13,8609,8621,136589.5,184071.99999999997,1040,1040
13_13_46.png,13,13,31869,32213,221755.50000000003,162416.0,2004,2024
13_13_47.png,13,13,29977,30005,288760.5,216346.49999999997,1952,1956
13_13_48.png,13,13,35741,35585,249021.0,187039.49999999997,2140,2152
13_13_49.png,13,13,16241,16293,191943.50000000003,143759.5,1428,1424
13_13_5.png,13,13,17337,17345,176901.99999999997,135139.0,1480,1472
13_13_50.png,13,13,40505,40593,227758.0,166861.50000000003,2268,2284
13_13_51.png,13,13,36425,36605,229670.5,176249.50000000006,2160,2148
13_13_52.png,13,13,26713,26705,167521.00000000006,250350.00000000006,1832,1836
13_13_53.png,13,13,11333,11449,239355.0,171399.00000000006,1200,1204
13_13_54.png,13,13,10433,10369,134400.00000000003,180806.0,1144,1124
13_13_55.png,13,13,25565,25245,198327.99999999994,149179.5000000001,1800,1788
13_13_56.png,13,13,25537,25601,157850.49999999997,213107.49999999997,1800,1812
13_13_57.png,13,13,34049,33805,206719.0000000001,277012.00000000006,2076,2068
13_13_58.png,13,13,34425,34473,193420.49999999997,146408.00000000003,2084,2096
13_13_59.png,13,13,14621,14729,163088.50000000003,213831.00000000006,1352,1352
13_13_6.png,13,13,35913,36093,221513.49999999994,168234.4999999999,2124,2128
13_13_60.png,13,13,18825,19345,169633.99999999997,232356.49999999997,1544,1568
13_13_61.png,13,13,41897,41769,265219.99999999994,180352.50000000003,2300,2312
13_13_62.png,13,13,18117,17993,137797.5,180084.00000000006,1512,1500
13_13_63.png,13,13,8349,8393,186550.5,138654.00000000003,1012,1020
13_13_64.png,13,13,10909,11049,180454.49999999994,135589.0,1176,1164
13_13_65.png,13,13,28881,29001,165117.00000000006,225928.5,1912,1932
13_13_66.png,13,13,10889,10901,158095.99999999994,218863.00000000003,1176,1160
13_13_67.png,13,13,9405,9405,150214.00000000006,196357.50000000006,1080,1080
13_13_68.png,13,13,19781,19869,170363.00000000003,123563.50000000001,1588,1588
13_13_69.png,13,13,16201,16221,159536.0,209249.50000000006,1428,1436
13_13_7.png,13,13,23773,24189,156020.00000000003,218155.99999999997,1728,1748
13_13_70.png,13,13,14505,14597,150828.99999999997,213866.99999999997,1336,1356
13_13_71.png,13,13,13345,13353,151319.99999999997,213952.49999999997,1292,1296
13_13_72.png,13,13,17641,17681,167667.5,219019.00000000006,1488,1492
13_13_73.png,13,13,19897,20293,129385.49999999999,176271.00000000003,1588,1592
13_13_74.png,13,13,21081,21093,163450.50000000003,217005.50000000003,1628,1632
13_13_75.png,13,13,28377,27833,181617.4999999999,249428.0,1900,1876
13_13_76.png,13,13,25177,24689,168757.5,226131.99999999997,1772,1756
13_13_77.png,13,13,21129,21165,228174.49999999997,167709.50000000006,1640,1628
13_13_78.png,13,13,19217,19157,169284.49999999997,125067.00000000001,1572,1544
13_13_79.png,13,13,11593,11529,219985.4999999999,154761.49999999994,1200,1208
13_13_8.png,13,13,9793,9641,151199.5,201012.99999999997,1100,1092
13_13_80.png,13,13,18033,18037,193028.49999999994,148096.49999999997,1524,1504
13_13_81.png,13,13,18501,18369,167890.50000000003,116527.49999999999,1520,1508
13_13_82.png,13,13,39721,39797,223633.99999999997,165976.50000000012,2244,2244
13_13_83.png,13,13,16349,16209,223158.5,159449.00000000003,1436,1428
13_13_84.png,13,13,28781,28749,246146.99999999994,188899.0000000001,1904,1916
13_13_85.png,13,13,14221,14461,211956.5,146284.00000000003,1332,1344
13_13_86.png,13,13,31189,31249,150670.0000000001,215845.49999999994,1984,2012
13_13_87.png,13,13,27525,28105,161812.5,214492.5,1872,1852
13_13_88.png,13,13,31385,31445,238110.99999999997,182138.00000000006,1996,2000
13_13_89.png,13,13,24457,24801,177474.99999999997,131191.50000000003,1756,1776
13_13_9.png,13,13,10129,10073,155860.00000000003,221428.50000000003,1128,1124
13_13_90.png,13,13,33841,33765,244617.00000000003,184726.0,2076,2068
13_13_91.png,13,13,14297,14185,241763.49999999994,173845.49999999997,1344,1332
13_13_92.png,13,13,13553,13885,206995.50000000006,154165.99999999997,1300,1328
13_13_93.png,13,13,14869,15193,245827.0,189301.50000000006,1372,1380
13_13_94.png,13,13,27197,27121,158686.50000000003,218825.99999999997,1864,1840
13_13_95.png,13,13,10777,10889,164254.00000000003,110501.0,1156,1160
13_13_96.png,13,13,13221,13201,135681.50000000003,181378.49999999997,1292,1284
13_13_97.png,13,13,14753,14957,119490.50000000001,163586.50000000003,1356,1372
13_13_98.png,13,13,16577,16549,121505.50000000001,170589.50000000003,1444,1456
13_13_99.png,13,13,18089,18125,176875.49999999997,131818.0,1508,1504
13_19_0.png,13,19,24185,24135,182142.00000000006,239912.00000000003,1744,2112
13_19_1.png,13,19,22813,22155,177383.99999999994,242195.99999999997,1704,2012
13_19_10.png,13,19,27781,27667,150841.0,211405.50000000006,1884,2260
13_19_11.png,13,19,25837,25535,161538.00000000003,211549.00000000006,1816,2172
13_19_12.png,13,19,27637,27499,198522.00000000003,266598.0,1856,2252
13_19_13.png,13,19,19885,19651,133800.5,175354.0,1584,1904
13_19_14.png,13,19,14385,14143,184193.99999999997,245481.50000000003,1340,1616
13_19_15.png,13,19,14889,14495,171692.0,228839.99999999988,1372,1620
13_19_16.png,13,19,11809,11795,157303.5,224074.49999999997,1224,1468
13_19_17.png,13,19,9489,9655,161771.99999999994,215867.0,1092,1316
13_19_18.png,13,19,39413,39295,180892.99999999994,235431.0000000001,2224,2692
13_19_19.png,13,19,12041,11951,163893.00000000003,222430.0,1224,1472
13_19_2.png,13,19,12281,12207,137795.5,184175.49999999985,1244,1488
13_19_20.png,13,19,17765,17323,155402.4999999999,231472.49999999994,1492,1804
13_19_21.png,13,19,28661,28467,183327.0,253820.0000000001,1908,2296
13_19_22.png,13,19,29521,29271,161696.49999999994,213641.50000000006,1928,2320
13_19_23.png,13,19,35117,34311,181577.5,247997.9999999999,2112,2524
13_19_24.png,13,19,13517,13459,169886.50000000003,226496.00000000003,1308,1564
13_19_25.png,13,19,37825,37615,190151.5,255468.49999999988,2212,2652
13_19_26.png,13,19,34333,33927,184152.50000000003,240564.50000000006,2084,2484
13_19_27.png,13,19,12873,13011,172498.5,254977.49999999997,1272,1528
13_19_28.png,13,19,10993,10723,131826.0,184360.50000000006,1160,1388
13_19_29.png,13,19,34785,34363,182006.99999999994,246214.00000000006,2116,2516
13_19_3.png,13,19,15017,15047,176246.00000000006,232233.0,1376,1648
13_19_30.png,13,19,24745,24679,161874.4999999999,210409.50000000006,1764,2124
13_19_31.png,13,19,11513,11019,143393.49999999997,193494.4999999999,1212,1408
13_19_32.png,13,19,10969,10659,167515.50000000006,230956.00000000003,1184,1384
13_19_33.png,13,19,35137,35311,178902.50000000003,234869.99999999997,2116,2560
13_19_34.png,13,19,19061,18899,146143.00000000003,214176.0,1556,1868
13_19_35.png,13,19,8997,8807,146507.50000000006,191683.0,1052,1252
13_19_36.png,13,19,20269,20107,148546.50000000003,198959.99999999997,1604,1920
13_19_37.png,13,19,32469,32523,153461.0,204226.99999999997,2028,2448
13_19_38.png,13,19,24577,24323,143878.00000000003,188811.00000000006,1764,2108
13_19_39.png,13,19,33225,32847,148236.00000000006,209745.99999999997,2052,2464
13_19_4.png,13,19,28009,27559,136614.99999999997,179874.4999999999,1876,2244
13_19_40.png,13,19,11509,11307,131919.00000000003,186445.99999999997,1204,1424
13_19_41.png,13,19,9197,8923,134133.99999999997,186038.99999999994,1084,1248
13_19_42.png,13,19,26305,25747,175728.49999999997,250864.50000000003,1832,2176
13_19_43.png,13,19,21449,21291,172983.0,236703.00000000006,1640,1968
13_19_44.png,13,19,28853,28495,162677.49999999997,213306.49999999997,1912,2288
13_19_45.png,13,19,10149,10139,165238.5,247308.0,1124,1352
13_19_46.png,13,19,33441,33471,188760.4999999999,274314.50000000006,2056,2476
13_19_47.png,13,19,9269,9115,111844.5,157564.0,1080,1276
13_19_48.png,13,19,42909,42823,189526.99999999997,249440.0,2336,2816
13_19_49.png,13,19,20801,20583,149288.49999999997,202894.00000000003,1624,1928
13_19_5.png,13,19,20473,20155,191994.99999999997,258044.49999999997,1600,1924
13_19_50.png,13,19,29685,29683,161260.49999999997,216041.50000000003,1932,2340
13_19_51.png,13,19,37773,37511,172351.50000000006,234349.5,2180,2652
13_19_52.png,13,19,38773,38667,195581.99999999997,268186.0,2240,2688
13_19_53.png,13,19,37249,36471,176959.0,235939.50000000003,2172,2604
13_19_54.png,13,19,26445,26019,196045.0,281941.99999999994,1840,2192
13_19_55.png,13,19,29785,29107,180167.0,234307.99999999997,1952,2312
13_19_56.png,13,19,9033,9095,142821.99999999997,198335.5,1052,1272
13_19_57.png,13,19,22597,22331,158051.5,226531.00000000003,1684,2036
13_19_58.png,13,19,17361,17219,168570.0,253254.00000000003,1480,1780
13_19_59.png,13,19,23381,22847,191602.0,252663.5,1720,2044
13_19_6.png,13,19,32005,31223,159332.50000000003,222117.50000000003,2028,2408
13_19_60.png,13,19,28069,27911,200222.99999999994,267964.0,1880,2268
13_19_61.png,13,19,25509,25419,158916.50000000003,220330.0,1808,2176
13_19_62.png,13,19,32217,31711,194867.50000000003,259015.5,2028,2416
13_19_63.png,13,19,22269,22227,243286.49999999997,178352.00000000006,1672,2016
13_19_64.png,13,19,22769,22579,137076.0,196469.00000000003,1704,2032
13_19_65.png,13,19,8253,8319,141972.50000000003,188757.99999999994,1012,1212
13_19_66.png,13,19,24621,24379,176496.0,253251.0,1760,2112
13_19_67.png,13,19,31641,30959,187355.0,250837.00000000003,1992,2388
13_19_68.png,13,19,31077,30539,235968.5,180344.99999999997,1992,2368
13_19_69.png,13,19,14821,14783,156788.00000000003,216456.0,1364,1620
13_19_7.png,13,19,12621,12367,161508.99999999997,217325.50000000003,1252,1504
13_19_70.png,13,19,32593,32403,161183.00000000003,227031.5,2044,2432
13_19_71.png,13,19,33125,32891,171435.49999999994,237840.0,2056,2460
13_19_72.png,13,19,27069,26775,165009.9999999999,220743.00000000012,1844,2220
13_19_73.png,13,19,39797,39651,185477.99999999988,257262.49999999997,2244,2712
13_19_74.png,13,19,8601,8267,159541.49999999994,221948.0,1032,1216
13_19_75.png,13,19,16085,15911,146505.50000000003,198919.00000000003,1432,1700
13_19_76.png,13,19,11757,11791,172838.49999999994,231510.0,1204,1464
13_19_77.png,13,19,20797,20787,203677.4999999999,265669.49999999994,1632,1952
13_19_78.png,13,19,15053,14511,143401.50000000003,186730.0,1372,1628
13_19_79.png,13,19,32085,31475,185460.99999999997,250737.5,2016,2400
13_19_8.png,13,19,37425,37315,203230.99999999994,274565.50000000006,2188,2624
13_19_80.png,13,19,14357,14011,147799.50000000003,206471.50000000006,1344,1588
13_19_81.png,13,19,9449,9303,157018.0,223819.49999999997,1076,1292
13_19_82.png,13,19,12761,12667,147083.99999999997,203436.0,1260,1524
13_19_83.png,13,19,14317,13923,237208.49999999997,172193.99999999997,1332,1588
13_19_84.png,13,19,11345,11183,140332.99999999997,187609.49999999997,1196,1416
13_19_85.png,13,19,26005,25579,153171.50000000003,226433.0,1824,2168
13_19_86.png,13,19,12605,12211,131751.00000000003,186522.5,1244,1484
13_19_87.png,13,19,19113,19139,189417.5,250012.49999999994,1560,1880
13_19_88.png,13,19,11965,11887,170197.49999999997,229349.50000000003,1224,1472
13_19_89.png,13,19,22193,22047,142605.49999999997,189570.00000000006,1676,2024
13_19_9.png,13,19,21777,21379,131859.0,190717.50000000003,1664,1968
13_19_90.png,13,19,17609,17683,171307.49999999997,244139.00000000003,1488,1788
13_19_91.png,13,19,14373,14167,130010.0,188034.0,1348,1600
13_19_92.png,13,19,10613,10347,165572.99999999997,226765.50000000003,1148,1360
13_19_93.png,13,19,17077,16563,161206.0,213952.0,1472,1744
13_19_94.png,13,19,13393,13199,143980.0,188681.50000000003,1292,1540
13_19_95.png,13,19,14237,14399,127034.00000000001,185259.00000000006,1340,1628
13_19_96.png,13,19,42013,42103,195055.5,261218.99999999994,2320,2792
13_19_97.png,13,19,22729,22499,162999.99999999997,232243.00000000003,1684,2036
13_19_98.png,13,19,13285,12927,158700.5,225503.49999999994,1296,1528
13_19_99.png,13,19,11685,11767,147590.49999999997,199056.0,1212,1460
13_27_0.png,13,27,21061,20671,138038.49999999997,188552.9999999999,1620,2316
13_27_1.png,13,27,11341,10923,125482.49999999999,176474.49999999994,1200,1656
13_27_10.png,13,27,19073,18675,148597.49999999994,193496.00000000003,1552,2200
13_27_11.png,13,27,27313,26943,183212.99999999997,261087.5,1860,2644
13_27_12.png,13,27,32097,31475,203534.5,279684.49999999994,2020,2872
13_27_13.png,13,27,31577,31403,171815.00000000003,226916.5,2004,2872
13_27_14.png,13,27,22525,22275,162192.0,224460.5,1680,2392
13_27_15.png,13,27,8253,8127,158740.49999999997,234730.49999999997,1016,1420
13_27_16.png,13,27,13189,12783,170532.50000000003,227805.49999999994,1284,1796
13_27_17.png,13,27,22725,22095,190304.00000000006,249275.50000000003,1696,2388
13_27_18.png,13,27,25741,24723,167354.00000000003,226296.00000000006,1808,2516
13_27_19.png,13,27,14081,13883,148413.50000000006,199743.99999999994,1328,1880
13_27_2.png,13,27,22821,21987,174492.5,230949.99999999997,1708,2376
13_27_20.png,13,27,41021,39643,198521.0,269215.5000000001,2292,3216
13_27_21.png,13,27,26925,26743,199776.99999999997,260782.50000000003,1848,2652
13_27_22.png,13,27,26605,25975,203699.5,270173.50000000006,1840,2604
13_27_23.png,13,27,19633,19279,165054.0,220146.00000000006,1572,2228
13_27_24.png,13,27,21157,20819,170240.5,236913.0,1636,2344
13_27_25.png,13,27,42445,42103,194230.50000000003,269081.4999999999,2328,3320
13_27_26.png,13,27,27537,26851,180169.5,255087.5,1872,2640
13_27_27.png,13,27,39665,38743,191644.50000000003,269858.0,2256,3188
13_27_28.png,13,27,34001,32895,179596.5,236130.5,2068,2920
13_27_29.png,13,27,18125,17819,156972.49999999994,223796.4999999999,1532,2140
13_27_3.png,13,27,22837,22667,146815.50000000003,208852.49999999994,1696,2444
13_27_30.png,13,27,43257,42647,207616.99999999997,276339.5,2344,3336
13_27_31.png,13,27,23669,23103,151816.99999999994,211497.0,1736,2452
13_27_32.png,13,27,12305,11923,154696.50000000003,219258.99999999997,1240,1728
13_27_33.png,13,27,26201,25671,200925.49999999994,266122.0,1808,2580
13_27_34.png,13,27,24389,24083,213598.50000000006,280737.5,1760,2500
13_27_35.png,13,27,28057,27247,152209.49999999994,203807.00000000003,1892,2672
13_27_36.png,13,27,19529,18959,165244.5,219768.49999999997,1564,2208
13_27_37.png,13,27,13813,13867,181765.49999999997,243973.49999999994,1320,1888
13_27_38.png,13,27,25841,25371,174379.50000000006,234841.4999999999,1816,2584
13_27_39.png,13,27,39965,39319,167436.49999999997,226315.00000000006,2272,3192
13_27_4.png,13,27,30073,29631,174270.50000000003,258530.49999999988,1944,2764
13_27_40.png,13,27,24109,23443,187059.9999999999,259043.5,1740,2456
13_27_41.png,13,27,39297,39015,218271.00000000003,288671.00000000006,2216,3192
13_27_42.png,13,27,29757,29027,167897.00000000003,223683.49999999997,1932,2744
13_27_43.png,13,27,14589,14423,168272.00000000003,224794.5,1336,1920
13_27_44.png,13,27,16869,16567,137661.49999999997,203439.00000000006,1452,2064
13_27_45.png,13,27,17669,16995,172649.00000000003,244327.5,1496,2092
13_27_46.png,13,27,29461,28675,157523.5,230991.50000000003,1948,2740
13_27_47.png,13,27,20685,20091,152864.5,201929.00000000003,1612,2288
13_27_48.png,13,27,26477,26023,176259.5,249014.0,1836,2616
13_27_49.png,13,27,36045,35087,143202.49999999997,206843.00000000003,2152,3020
13_27_5.png,13,27,26589,26127,217252.99999999994,285693.5,1840,2628
13_27_50.png,13,27,22881,22539,161167.0,239089.00000000006,1704,2428
13_27_51.png,13,27,9817,9359,151714.0,201679.50000000003,1116,1528
13_27_52.png,13,27,22253,21955,184200.00000000003,239508.0000000001,1676,2388
13_27_53.png,13,27,39789,39219,194462.0,275690.0,2244,3208
13_27_54.png,13,27,24141,23407,153016.49999999997,214478.99999999997,1744,2484
13_27_55.png,13,27,15905,15767,133943.5,180179.5,1428,2004
13_27_56.png,13,27,35533,34943,171879.49999999997,224976.5,2112,3024
13_27_57.png,13,27,24921,24579,170463.49999999997,238677.9999999999,1776,2516
13_27_58.png,13,27,9353,9099,134671.00000000006,185899.0,1088,1504
13_27_59.png,13,27,19765,19299,149977.0000000001,209411.99999999997,1580,2228
13_27_6.png,13,27,31705,31351,177641.5,239638.00000000006,1992,2844
13_27_60.png,13,27,38069,36987,168232.00000000006,238539.0,2216,3108
13_27_61.png,13,27,35285,34315,191728.0,264226.99999999994,2128,2992
13_27_62.png,13,27,17381,16851,147965.00000000006,204904.5,1472,2084
13_27_63.png,13,27,35085,34399,180589.5,247957.5,2112,2996
13_27_64.png,13,27,23149,22519,198570.50000000003,262842.5,1712,2416
13_27_65.png,13,27,15361,14955,170509.0,239998.0000000001,1368,1956
13_27_66.png,13,27,20329,19919,148325.0,194964.00000000003,1612,2272
13_27_67.png,13,27,23257,22471,175677.5,253211.49999999997,1712,2400
13_27_68.png,13,27,24889,24175,168880.5,228387.00000000003,1780,2496
13_27_69.png,13,27,15785,15515,185344.50000000006,242831.0,1408,1992
13_27_7.png,13,27,9053,8827,181584.99999999997,251309.5,1060,1484
13_27_70.png,13,27,20877,20371,150719.0,204882.5,1624,2292
13_27_71.png,13,27,42597,42191,184624.99999999994,252843.99999999997,2324,3320
13_27_72.png,13,27,21353,20907,173292.49999999994,228419.50000000003,1656,2308
13_27_73.png,13,27,22169,21735,162007.49999999997,213415.99999999997,1676,2376
13_27_74.png,13,27,19681,19231,179588.50000000003,244502.99999999997,1568,2220
13_27_75.png,13,27,8361,8383,126876.00000000001,174689.00000000003,1016,1444
13_27_76.png,13,27,22881,22083,189229.4999999999,258048.00000000003,1700,2380
13_27_77.png,13,27,21201,20727,152809.0,205045.5,1640,2308
13_27_78.png,13,27,31873,31271,150707.50000000003,198178.00000000003,2020,2868
13_27_79.png,13,27,29981,29559,206532.50000000003,273273.5000000001,1952,2760
13_27_8.png,13,27,24077,23595,150049.5,207100.99999999997,1732,2476
13_27_80.png,13,27,21537,21071,159629.99999999994,227951.5,1648,2316
13_27_81.png,13,27,11201,10979,144320.0,198771.5,1188,1668
13_27_82.png,13,27,15877,15295,203533.50000000006,265431.49999999994,1416,1972
13_27_83.png,13,27,13313,12835,152450.5,199813.0,1300,1800
13_27_84.png,13,27,22465,22107,166620.50000000006,225071.99999999997,1684,2384
13_27_85.png,13,27,34193,33323,212275.5,296397.49999999994,2100,2960
13_27_86.png,13,27,12249,11835,138975.5,192876.0,1244,1736
13_27_87.png,13,27,37481,36839,158883.50000000003,210667.49999999997,2176,3108
13_27_88.png,13,27,18425,17983,143434.0,200076.5,1516,2156
13_27_89.png,13,27,34597,34303,182400.50000000003,252091.99999999997,2100,3004
13_27_9.png,13,27,24745,23587,161630.49999999994,224801.49999999997,1764,2468
13_27_90.png,13,27,40209,39495,190822.5,281310.99999999994,2248,3208
13_27_91.png,13,27,24485,24115,180776.0,241606.99999999997,1764,2520
13_27_92.png,13,27,23949,23851,169550.50000000006,238158.49999999997,1732,2464
13_27_93.png,13,27,10085,9827,171024.50000000003,224536.50000000003,1108,1572
13_27_94.png,13,27,41821,41343,192700.50000000003,281793.0,2300,3280
13_27_95.png,13,27,17709,16915,154039.50000000003,206617.99999999994,1488,2088
13_27_96.png,13,27,17077,16603,176656.0,239668.5,1460,2056
